task_id,name,activity,module_count,scenario_count,phases,substrates,qts,buckets,methods,coatings,flags
TSK_SCRP_FINISH_ELASTO_SPRAY_BACKROLL_COAT2,Elastomeric — Spray+Backroll (Coat 2),,1,6,finish,ext_stucco_wall,QT2;QT3;QT4,rp_exterior,brush;roll;spray_backroll,paint,ACTIVITY_UNMATCHED
TSK_SCRP_FIXTURE_MASK,Fixture Masking (Stucco Tape),,1,6,setup,ext_stucco_wall,QT2;QT3;QT4,rp_exterior,brush;roll;spray_backroll,paint,ACTIVITY_UNMATCHED
TSK_SCRP_HARDSCAPE_PROTECT,Hardscape Protection,,1,6,setup,ext_stucco_wall,QT2;QT3;QT4,rp_exterior,brush;roll;spray_backroll,paint,ACTIVITY_UNMATCHED
TSK_SCRP_HVAC_COVER,HVAC Unit Protection,,1,6,setup,ext_stucco_wall,QT2;QT3;QT4,rp_exterior,brush;roll;spray_backroll,paint,ACTIVITY_UNMATCHED
TSK_SCRP_INSPECT,Interstage Inspection,,1,6,interstage,ext_stucco_wall,QT2;QT3;QT4,rp_exterior,brush;roll;spray_backroll,paint,ACTIVITY_UNMATCHED
TSK_SCRP_LANDSCAPE_PROTECT,Landscape Protection,,1,6,setup,ext_stucco_wall,QT2;QT3;QT4,rp_exterior,brush;roll;spray_backroll,paint,ACTIVITY_UNMATCHED
TSK_SCRP_LEAD_EVALUATE,Lead Paint Evaluation (Pre-1978),,1,6,prep,ext_stucco_wall,QT2;QT3;QT4,rp_exterior,brush;roll;spray_backroll,paint,ACTIVITY_UNMATCHED
TSK_SCRP_MILDEW_TREAT,Mildew Eradication,,1,6,prep,ext_stucco_wall,QT2;QT3;QT4,rp_exterior,brush;roll;spray_backroll,paint,ACTIVITY_UNMATCHED
TSK_SCRP_MOISTURE_TEST,Moisture Testing,,1,6,prep,ext_stucco_wall,QT2;QT3;QT4,rp_exterior,brush;roll;spray_backroll,paint,ACTIVITY_UNMATCHED
TSK_SCRP_PRESSURE_WASH,Pressure Wash (Traditional),,1,6,prep,ext_stucco_wall,QT2;QT3;QT4,rp_exterior,brush;roll;spray_backroll,paint,ACTIVITY_UNMATCHED
TSK_SCRP_PRIME_BRUSH,Primer — Brush,Brush Prime,1,3,prime,ext_stucco_wall,QT2;QT3;QT4,rp_exterior,brush;roll;spray_backroll,paint,
TSK_SCRP_PRIME_ROLL,Primer — Roll,Roll Prime,1,3,prime,ext_stucco_wall,QT2;QT3;QT4,rp_exterior,brush;roll;spray_backroll,paint,
TSK_SCRP_PRIME_SPRAY_BACKROLL,Primer — Spray+Backroll,Spray Prime,1,3,prime,ext_stucco_wall,QT2;QT3;QT4,rp_exterior,brush;roll;spray_backroll,paint,
TSK_SCRP_PROTECT_TEARDOWN,Protection Teardown,,1,6,cleanup,ext_stucco_wall,QT2;QT3;QT4,rp_exterior,brush;roll;spray_backroll,paint,ACTIVITY_UNMATCHED
TSK_SCRP_RRP_CONTAINMENT_SETUP,RRP Containment Setup,,1,0,prep,,,,,,NO_SUBSTRATE|ACTIVITY_UNMATCHED
TSK_SCRP_RRP_CONTAINMENT_TEARDOWN,RRP Containment Teardown,,1,0,prep,,,,,,NO_SUBSTRATE|ACTIVITY_UNMATCHED
TSK_SCRP_RRP_HEPA_VACUUM,HEPA Vacuum,Vacuum Dust,1,0,prep,,,,,,NO_SUBSTRATE
TSK_SCRP_RRP_LEAD_SCREEN,Lead Screening Test,,1,0,prep,,,,,,NO_SUBSTRATE|ACTIVITY_UNMATCHED
TSK_SCRP_RRP_WET_SCRAPE,RRP Wet Scraping,,1,0,prep,,,,,,NO_SUBSTRATE|ACTIVITY_UNMATCHED
TSK_SCRP_SCRAPE_FEATHER,Scrape and Feather Failing Paint,,1,6,prep,ext_stucco_wall,QT2;QT3;QT4,rp_exterior,brush;roll;spray_backroll,paint,ACTIVITY_UNMATCHED
TSK_SCRP_SITE_CLEANUP,Site Cleanup,,1,6,cleanup,ext_stucco_wall,QT2;QT3;QT4,rp_exterior,brush;roll;spray_backroll,paint,ACTIVITY_UNMATCHED
TSK_SCRP_SURFACE_PATCH,Surface Patching + Texture Match,,1,6,prep,ext_stucco_wall,QT2;QT3;QT4,rp_exterior,brush;roll;spray_backroll,paint,ACTIVITY_UNMATCHED
TSK_SCRP_TOUCHUP,Interstage Touch-Up,,1,6,interstage,ext_stucco_wall,QT2;QT3;QT4,rp_exterior,brush;roll;spray_backroll,paint,ACTIVITY_UNMATCHED
TSK_SDNG_CAULK,Caulk Gaps and Joints,,1,6,prep,siding,QT3;QT4;QT5,nc_exterior,brush_roll;spray;spray_backroll,paint,ACTIVITY_UNMATCHED
TSK_SDNG_DUST_CLEANUP,Prep Dust Cleanup,,1,6,prep,siding,QT3;QT4;QT5,nc_exterior,brush_roll;spray;spray_backroll,paint,ACTIVITY_UNMATCHED
TSK_SDNG_EQUIPMENT_SETUP_BRUSH,Brush/Roll Equipment Setup,,1,6,setup,siding,QT3;QT4;QT5,nc_exterior,brush_roll;spray;spray_backroll,paint,ACTIVITY_UNMATCHED
TSK_SDNG_EQUIPMENT_SETUP_SPRAY,Spray Equipment Setup,,1,6,setup,siding,QT3;QT4;QT5,nc_exterior,brush_roll;spray;spray_backroll,paint,ACTIVITY_UNMATCHED
TSK_SDNG_FINAL_INSPECT,Final Walkthrough Inspection,Final Inspect,1,6,cleanup,siding,QT3;QT4;QT5,nc_exterior,brush_roll;spray;spray_backroll,paint,
TSK_SDNG_FINAL_TOUCHUP,Final Touch-Up,,1,6,cleanup,siding,QT3;QT4;QT5,nc_exterior,brush_roll;spray;spray_backroll,paint,ACTIVITY_UNMATCHED
TSK_SDNG_FINISH_BACKROLL,Finish Coat - Backroll,,1,6,apply,siding,QT3;QT4;QT5,nc_exterior,brush_roll;spray;spray_backroll,paint,ACTIVITY_UNMATCHED
TSK_SDNG_FINISH_BRUSH_ROLL,Finish Coat - Brush/Roll,,1,6,apply,siding,QT3;QT4;QT5,nc_exterior,brush_roll;spray;spray_backroll,paint,ACTIVITY_UNMATCHED
TSK_SDNG_FINISH_SPRAY,Finish Coat - Spray,,1,6,apply,siding,QT3;QT4;QT5,nc_exterior,brush_roll;spray;spray_backroll,paint,ACTIVITY_UNMATCHED
TSK_SDNG_FIXTURE_MASK,Fixture and Utility Masking,,1,6,setup,siding,QT3;QT4;QT5,nc_exterior,brush_roll;spray;spray_backroll,paint,ACTIVITY_UNMATCHED
TSK_SDNG_HARDSCAPE_PROTECT,Hardscape Protection Setup,,1,6,setup,siding,QT3;QT4;QT5,nc_exterior,brush_roll;spray;spray_backroll,paint,ACTIVITY_UNMATCHED
TSK_SDNG_INSPECT_COAT,Interstage Inspection,Inspect Coat,1,6,interstage,siding,QT3;QT4;QT5,nc_exterior,brush_roll;spray;spray_backroll,paint,
TSK_SDNG_KNOT_PRIME,Spot-Prime Knots,,1,6,prep,siding,QT3;QT4;QT5,nc_exterior,brush_roll;spray;spray_backroll,paint,"ACTIVITY_UNMATCHED|PHASE_DOCTRINE_HINT(name->prime, derived->prep)"
TSK_SDNG_LANDSCAPE_PROTECT,Landscape Protection Setup,,1,6,setup,siding,QT3;QT4;QT5,nc_exterior,brush_roll;spray;spray_backroll,paint,ACTIVITY_UNMATCHED
TSK_SDNG_PRIME_BACKROLL,Prime Coat - Backroll,,1,3,prime,siding,QT3;QT4;QT5,nc_exterior,brush_roll;spray;spray_backroll,paint,ACTIVITY_UNMATCHED
TSK_SDNG_PRIME_BRUSH_ROLL,Prime Coat - Brush/Roll,Brush Prime,1,3,prime,siding,QT3;QT4;QT5,nc_exterior,brush_roll;spray;spray_backroll,paint,
TSK_SDNG_PRIME_SPRAY,Prime Coat - Spray,Spray Prime,1,3,prime,siding,QT3;QT4;QT5,nc_exterior,brush_roll;spray;spray_backroll,paint,
TSK_SDNG_PROTECT_TEARDOWN,Protection Teardown,,1,6,cleanup,siding,QT3;QT4;QT5,nc_exterior,brush_roll;spray;spray_backroll,paint,ACTIVITY_UNMATCHED
TSK_SDNG_SAND_MILL_GLAZE,Sand Mill Glaze Removal,,1,6,prep,siding,QT3;QT4;QT5,nc_exterior,brush_roll;spray;spray_backroll,paint,ACTIVITY_UNMATCHED
TSK_SDNG_SITE_CLEANUP,Site Debris Cleanup,,1,6,cleanup,siding,QT3;QT4;QT5,nc_exterior,brush_roll;spray;spray_backroll,paint,ACTIVITY_UNMATCHED
TSK_SDNG_TOUCHUP_REPAIR,Interstage Touch-Up,,1,6,interstage,siding,QT3;QT4;QT5,nc_exterior,brush_roll;spray;spray_backroll,paint,ACTIVITY_UNMATCHED
TSK_SEALER_BRUSH_LF,Sealer Brush (LF),,13,13,finish,int_baseboard;int_chair_rail;int_crown;int_door_casing;int_door_frame;int_panel_mold;int_picture_rail;int_shadow_box;int_shoe_mold;int_window_apron;int_window_casing;int_window_jamb;int_window_stool,QT3;QT4;QT5,nc_interior,,stain,ACTIVITY_UNMATCHED|MULTI_SUBSTRATE
TSK_SEALER_BRUSH_SF,Sealer Brush (SF),,3,3,finish,int_wainscot;int_wood_ceiling;int_wood_wall,QT3;QT4;QT5,nc_interior,,stain,ACTIVITY_UNMATCHED
TSK_SEALER_SPRAY_LF,Sealer Spray (LF),,13,13,finish,int_baseboard;int_chair_rail;int_crown;int_door_casing;int_door_frame;int_panel_mold;int_picture_rail;int_shadow_box;int_shoe_mold;int_window_apron;int_window_casing;int_window_jamb;int_window_stool,QT3;QT4;QT5,nc_interior,,stain,ACTIVITY_UNMATCHED|MULTI_SUBSTRATE
TSK_SEALER_SPRAY_SF,Sealer Spray (SF),,3,3,finish,int_wainscot;int_wood_ceiling;int_wood_wall,QT3;QT4;QT5,nc_interior,,stain,ACTIVITY_UNMATCHED
TSK_SKIRTBOARD_FINISH_BRUSH,Brush Finish skirtboard,,1,12,apply,skirtboard,QT3;QT4;QT5,nc_interior,brush;spray,paint,ACTIVITY_UNMATCHED
TSK_SKIRTBOARD_FINISH_SPRAY,Spray Finish skirtboard,,1,12,apply,skirtboard,QT3;QT4;QT5,nc_interior,brush;spray,paint,ACTIVITY_UNMATCHED
TSK_SKIRTBOARD_INTERSTAGE,Interstage skirtboard,,1,12,interstage,skirtboard,QT3;QT4;QT5,nc_interior,brush;spray,paint,ACTIVITY_UNMATCHED
TSK_SKIRTBOARD_PRIME_BRUSH,Brush Prime skirtboard,Brush Prime,1,6,prime,skirtboard,QT3;QT4;QT5,nc_interior,brush;spray,paint,
TSK_SKIRTBOARD_PRIME_SPRAY,Spray Prime skirtboard,Spray Prime,1,6,prime,skirtboard,QT3;QT4;QT5,nc_interior,brush;spray,paint,
TSK_SPACKLE_CEILING_DEFECTS,Spackle Ceiling Defects,Spackle Defects,2,18,prep,drywall,QT2;QT3;QT4;QT5,nc_interior,roll;spray_backroll,paint,
TSK_SPACKLE_DEFECT_EA_SIDE,Spackle Defect (Each Side),,0,0,,,,,,,ORPHAN|ACTIVITY_UNMATCHED
TSK_SPACKLE_DEFECT_LF,Spackle Defect (LF),,0,0,,,,,,,ORPHAN|ACTIVITY_UNMATCHED
TSK_SPACKLE_DEFECT_SF,Spackle Defect (SF),,0,0,,,,,,,ORPHAN|ACTIVITY_UNMATCHED
TSK_SPACKLE_WALL_DEFECTS,Spackle Wall Imperfections,Spackle Defects,2,19,prep,drywall,QT2;QT3;QT4;QT5,nc_interior,roll;spray;spray_backroll,paint,
TSK_SPOT_COAT_LF,Spot Coat Patches (LF),Spot Coat,13,78,interstage,baseboard;chair_rail;crown;door_casing;door_frame;panel_mold;picture_rail;shadow_box;shoe_mold;window_apron;window_casing;window_jamb;window_stool,QT3;QT4;QT5,nc_interior,brush;spray,paint,MULTI_SUBSTRATE
TSK_SPOT_PRIME_CEILING,Spot Prime Ceiling Repairs,Spot Prime,2,18,prep,drywall,QT2;QT3;QT4;QT5,nc_interior,roll;spray_backroll,paint,"PHASE_DOCTRINE_HINT(name->prime, derived->prep)"
TSK_SPOT_PRIME_SF,Spot Prime (SF),Spot Prime,0,0,,,,,,,ORPHAN
TSK_SPOT_PRIME_WALL,Spot Prime Spackled Areas,Spot Prime,2,19,prep,drywall,QT2;QT3;QT4;QT5,nc_interior,roll;spray;spray_backroll,paint,"PHASE_DOCTRINE_HINT(name->prime, derived->prep)"
TSK_SPRAY_CEILING_FINISH,Spray Ceiling Finish,,4,23,apply,drywall,QT2;QT3;QT4;QT5,nc_interior,spray_backroll,paint;prime,ACTIVITY_UNMATCHED
TSK_SPRAY_CEILING_FINISH_ONLY,Spray Ceiling Finish (No Backroll),,2,4,apply,drywall,QT2;QT3,nc_interior,spray,paint;prime,ACTIVITY_UNMATCHED
TSK_SPRAY_COAT_LF,Spray Coat (LF),,26,156,apply,baseboard;chair_rail;crown;door_casing;door_frame;panel_mold;picture_rail;shadow_box;shoe_mold;window_apron;window_casing;window_jamb;window_stool,QT3;QT4;QT5,nc_interior,brush;spray,paint;prime,ACTIVITY_UNMATCHED|MULTI_SUBSTRATE
TSK_SPRAY_COAT_SF,Spray Coat (SF),,6,8,finish;prime,wainscot;wood_ceiling;wood_wall,QT3;QT4;QT5,nc_interior,brush;spray,paint,ACTIVITY_UNMATCHED|MULTI_PHASE
TSK_SPRAY_DWL,"Spray Drywall (SF, Solo)",,0,0,,,,,,,ORPHAN|ACTIVITY_UNMATCHED
TSK_SPRAY_WALL_FINISH,Spray Wall Finish,,4,23,apply,drywall,QT2;QT3;QT4;QT5,nc_interior,spray_backroll,paint;prime,ACTIVITY_UNMATCHED
TSK_SPRAY_WALL_FINISH_ONLY,Spray Wall Finish (No Backroll),,2,3,apply,drywall,QT2;QT3,nc_interior,spray,paint;prime,ACTIVITY_UNMATCHED
TSK_SPRP_ADHESION,Adhesion Test,,1,2,prep,int_specialty,QT3;QT4,rp_interior,,,ACTIVITY_UNMATCHED
TSK_SPRP_ASSESS,Condition Assessment,,1,2,prep,int_specialty,QT3;QT4,rp_interior,,,ACTIVITY_UNMATCHED
TSK_SPRP_ASSESS_ADHESION,Adhesion Test (ASTM D3359),,1,2,setup,specialty,QT3;QT4;QT5,rp_interior,brush,paint,ACTIVITY_UNMATCHED
TSK_SPRP_ASSESS_COATING_ID,Coating Identification — Latex vs Oil,,1,2,setup,specialty,QT3;QT4;QT5,rp_interior,brush,paint,ACTIVITY_UNMATCHED
TSK_SPRP_ASSESS_CONDITION,Visual Condition Scan,,1,2,setup,specialty,QT3;QT4;QT5,rp_interior,brush,paint,ACTIVITY_UNMATCHED
TSK_SPRP_COATING_ID,Coating ID,,1,2,prep,int_specialty,QT3;QT4,rp_interior,,,ACTIVITY_UNMATCHED
TSK_SPRP_DUST,Dust Cleanup,,1,2,prep,int_specialty,QT3;QT4,rp_interior,,,ACTIVITY_UNMATCHED
TSK_SPRP_DUST_CLEANUP,Prep Dust Cleanup,,1,2,prep,specialty,QT3;QT4;QT5,rp_interior,brush,paint,ACTIVITY_UNMATCHED
TSK_SPRP_EQUIP_CLEAN,Clean Equipment,,1,2,cleanup,int_specialty,QT3;QT4,rp_interior,,,ACTIVITY_UNMATCHED
TSK_SPRP_FILL,Fill/Spackle,,1,2,prep,int_specialty,QT3;QT4,rp_interior,,,ACTIVITY_UNMATCHED
TSK_SPRP_FILL_PATCH,Fill/Patch Damaged Areas,,1,2,prep,specialty,QT3;QT4;QT5,rp_interior,brush,paint,ACTIVITY_UNMATCHED
TSK_SPRP_FINAL_INSPECT,Final Inspection,Final Inspect,2,4,cleanup,int_specialty;specialty,QT3;QT4;QT5,rp_interior,brush,paint,PI_INT_PREFIX_DUPE
TSK_SPRP_FINAL_TOUCHUP,Final Touch-Up,,2,4,cleanup,int_specialty;specialty,QT3;QT4;QT5,rp_interior,brush,paint,ACTIVITY_UNMATCHED|PI_INT_PREFIX_DUPE
TSK_SPRP_FINISH_BRUSH,Finish 1 - Brush,,1,2,finish,int_specialty,QT3;QT4,rp_interior,,,ACTIVITY_UNMATCHED
TSK_SPRP_FINISH_BRUSH_C1,Brush Finish Coat 1,,1,2,apply,specialty,QT3;QT4;QT5,rp_interior,brush,paint,ACTIVITY_UNMATCHED
TSK_SPRP_FINISH_BRUSH_C2,Finish 2 - Brush,,2,4,apply;finish,int_specialty;specialty,QT3;QT4;QT5,rp_interior,brush,paint,ACTIVITY_UNMATCHED|MULTI_PHASE|PI_INT_PREFIX_DUPE
TSK_SPRP_FINISH_SPRAY,Finish 1 - Spray,,1,2,finish,int_specialty,QT3;QT4,rp_interior,,,ACTIVITY_UNMATCHED
TSK_SPRP_FINISH_SPRAY_C1,Spray Finish Coat 1,,1,2,apply,specialty,QT3;QT4;QT5,rp_interior,brush,paint,ACTIVITY_UNMATCHED
TSK_SPRP_FINISH_SPRAY_C2,Finish 2 - Spray,,2,4,apply;finish,int_specialty;specialty,QT3;QT4;QT5,rp_interior,brush,paint,ACTIVITY_UNMATCHED|MULTI_PHASE|PI_INT_PREFIX_DUPE
TSK_SPRP_FULL_PRIME_BRUSH,Full Prime - Brush,Brush Prime,1,2,prime,specialty,QT3;QT4;QT5,rp_interior,brush,paint,
TSK_SPRP_FULL_PRIME_SPRAY,Full Prime - Spray,Spray Prime,1,2,prime,specialty,QT3;QT4;QT5,rp_interior,brush,paint,
TSK_SPRP_INSPECT,Interstage Inspection,,1,2,interstage,int_specialty,QT3;QT4,rp_interior,,,ACTIVITY_UNMATCHED
TSK_SPRP_INTERSTAGE_INSPECT,Interstage Inspection,,1,2,interstage,specialty,QT3;QT4;QT5,rp_interior,brush,paint,ACTIVITY_UNMATCHED
TSK_SPRP_INTERSTAGE_TOUCHUP,Interstage Touch-Up,,1,2,interstage,specialty,QT3;QT4;QT5,rp_interior,brush,paint,ACTIVITY_UNMATCHED
TSK_SPRP_INTER_TOUCHUP,Interstage Touch-Up,,1,2,interstage,int_specialty,QT3;QT4,rp_interior,,,ACTIVITY_UNMATCHED
TSK_SPRP_PRIME_BRUSH,Prime - Brush,Brush Prime,1,1,prime,int_specialty,QT3;QT4,rp_interior,,,
TSK_SPRP_PRIME_SPRAY,Prime - Spray,Spray Prime,1,1,prime,int_specialty,QT3;QT4,rp_interior,,,
TSK_SPRP_PROTECT_TEARDOWN,Protection Material Removal,,1,2,cleanup,specialty,QT3;QT4;QT5,rp_interior,brush,paint,ACTIVITY_UNMATCHED
TSK_SPRP_SAND,Sand/Scuff,,1,2,prep,int_specialty,QT3;QT4,rp_interior,,,ACTIVITY_UNMATCHED
TSK_SPRP_SAND_SCUFF,Sand/Scuff Sound Paint for Adhesion,,1,2,prep,specialty,QT3;QT4;QT5,rp_interior,brush,paint,ACTIVITY_UNMATCHED
TSK_SPRP_SCRAPE,Scrape Failing Paint,,1,2,prep,int_specialty,QT3;QT4,rp_interior,,,ACTIVITY_UNMATCHED
TSK_SPRP_SCRAPE_FAILING,Scrape Loose & Failing Paint,,1,2,prep,specialty,QT3;QT4;QT5,rp_interior,brush,paint,ACTIVITY_UNMATCHED
TSK_SPRP_SITE_CLEANUP,Site Cleanup,,1,2,cleanup,specialty,QT3;QT4;QT5,rp_interior,brush,paint,ACTIVITY_UNMATCHED
TSK_SPRP_SPOT_PRIME,Spot Prime Scraped/Repaired Areas,Spot Prime,1,2,prime,specialty,QT3;QT4;QT5,rp_interior,brush,paint,
TSK_SPRP_WASH_CLEAN,Wash/Clean Surface,,1,2,prep,specialty,QT3;QT4;QT5,rp_interior,brush,paint,ACTIVITY_UNMATCHED
TSK_SRST_CLEAR_BRUSH,Clear Brush,,1,1,finish,int_stair_railing,QT3;QT4;QT5,nc_interior,,stain,ACTIVITY_UNMATCHED
TSK_SRST_CLEAR_SPRAY,Clear Spray,,1,1,finish,int_stair_railing,QT3;QT4;QT5,nc_interior,,stain,ACTIVITY_UNMATCHED
TSK_SRST_CONDITIONER,Wood Conditioner,,1,1,prep,int_stair_railing,QT3;QT4;QT5,nc_interior,,stain,ACTIVITY_UNMATCHED
TSK_SRST_EQUIP_CLEAN,Clean Equipment,,1,1,cleanup,int_stair_railing,QT3;QT4;QT5,nc_interior,,stain,ACTIVITY_UNMATCHED
TSK_SRST_FILL,Fill Defects,,1,1,prep,int_stair_railing,QT3;QT4;QT5,nc_interior,,stain,ACTIVITY_UNMATCHED
TSK_SRST_FINAL_INSPECT,Final Inspection,Final Inspect,1,1,cleanup,int_stair_railing,QT3;QT4;QT5,nc_interior,,stain,
TSK_SRST_GRAIN_RAISE,Grain Raise,,1,1,prep,int_stair_railing,QT3;QT4;QT5,nc_interior,,stain,ACTIVITY_UNMATCHED
TSK_SRST_SAND_120,Sand 120 Grit,,1,1,prep,int_stair_railing,QT3;QT4;QT5,nc_interior,,stain,ACTIVITY_UNMATCHED
TSK_SRST_SAND_150,Sand 150 Grit,,1,1,prep,int_stair_railing,QT3;QT4;QT5,nc_interior,,stain,ACTIVITY_UNMATCHED
TSK_SRST_SAND_CLEAR,Sand Between Clear (320-400),,1,1,finish,int_stair_railing,QT3;QT4;QT5,nc_interior,,stain,"ACTIVITY_UNMATCHED|PHASE_DOCTRINE_HINT(name->prep|interstage, derived->finish)"
TSK_SRST_SAND_SEALER,Sand Between Sealer (220-320),,1,1,finish,int_stair_railing,QT3;QT4;QT5,nc_interior,,stain,"ACTIVITY_UNMATCHED|PHASE_DOCTRINE_HINT(name->prep|interstage, derived->finish)"
TSK_SRST_SEALER_BRUSH,Sealer Brush,,1,1,finish,int_stair_railing,QT3;QT4;QT5,nc_interior,,stain,ACTIVITY_UNMATCHED
TSK_SRST_SEALER_SPRAY,Sealer Spray,,1,1,finish,int_stair_railing,QT3;QT4;QT5,nc_interior,,stain,ACTIVITY_UNMATCHED
TSK_SRST_STAIN_BRUSH,Stain Brush+Wipe,,1,1,apply,int_stair_railing,QT3;QT4;QT5,nc_interior,,stain,ACTIVITY_UNMATCHED
TSK_SRST_STAIN_ROLL,Stain Roll+Wipe,,1,1,apply,int_stair_railing,QT3;QT4;QT5,nc_interior,,stain,ACTIVITY_UNMATCHED
TSK_SRST_STAIN_SPRAY,Stain Spray+Wipe,,1,1,apply,int_stair_railing,QT3;QT4;QT5,nc_interior,,stain,ACTIVITY_UNMATCHED
TSK_SRST_TACK,Tack Clean,,1,1,prep,int_stair_railing,QT3;QT4;QT5,nc_interior,,stain,ACTIVITY_UNMATCHED
TSK_SRST_TOUCHUP,Touch-Up,,1,1,cleanup,int_stair_railing,QT3;QT4;QT5,nc_interior,,stain,ACTIVITY_UNMATCHED
TSK_SRST_WIPE_COND,Wipe Conditioner,,1,1,prep,int_stair_railing,QT3;QT4;QT5,nc_interior,,stain,ACTIVITY_UNMATCHED
TSK_STAIN_BRUSH_LF,Stain Brush+Wipe,,13,13,apply,int_baseboard;int_chair_rail;int_crown;int_door_casing;int_door_frame;int_panel_mold;int_picture_rail;int_shadow_box;int_shoe_mold;int_window_apron;int_window_casing;int_window_jamb;int_window_stool,QT3;QT4;QT5,nc_interior,,stain,ACTIVITY_UNMATCHED|MULTI_SUBSTRATE
TSK_STAIN_BRUSH_SF,Stain Brush+Wipe (SF),,3,4,apply,int_wainscot;int_wood_ceiling;int_wood_wall,QT3;QT4;QT5,nc_interior,,stain;stain_only,ACTIVITY_UNMATCHED
TSK_STAIN_ROLL_LF,Stain Roll+Wipe,,13,13,apply,int_baseboard;int_chair_rail;int_crown;int_door_casing;int_door_frame;int_panel_mold;int_picture_rail;int_shadow_box;int_shoe_mold;int_window_apron;int_window_casing;int_window_jamb;int_window_stool,QT3;QT4;QT5,nc_interior,,stain,ACTIVITY_UNMATCHED|MULTI_SUBSTRATE
TSK_STAIN_ROLL_SF,Stain Roll+Wipe (SF),,3,4,apply,int_wainscot;int_wood_ceiling;int_wood_wall,QT3;QT4;QT5,nc_interior,,stain;stain_only,ACTIVITY_UNMATCHED
TSK_STAIN_SPRAY_LF,Stain Spray+Wipe,,13,13,apply,int_baseboard;int_chair_rail;int_crown;int_door_casing;int_door_frame;int_panel_mold;int_picture_rail;int_shadow_box;int_shoe_mold;int_window_apron;int_window_casing;int_window_jamb;int_window_stool,QT3;QT4;QT5,nc_interior,,stain,ACTIVITY_UNMATCHED|MULTI_SUBSTRATE
TSK_STAIN_SPRAY_SF,Stain Spray+Wipe (SF),,3,4,apply,int_wainscot;int_wood_ceiling;int_wood_wall,QT3;QT4;QT5,nc_interior,,stain;stain_only,ACTIVITY_UNMATCHED
TSK_STAIR_STAIN_CLEANUP,Cleanup Stair Stain,,1,72,cleanup,baluster;newel;open_rail;riser;tread;wall_rail,QT3;QT4;QT5,nc_interior,brush;wipe,stain_clear,ACTIVITY_UNMATCHED|MULTI_SUBSTRATE
TSK_STAIR_STAIN_PREP,Sand Stair Components for Stain,,1,72,prep,baluster;newel;open_rail;riser;tread;wall_rail,QT3;QT4;QT5,nc_interior,brush;wipe,stain_clear,ACTIVITY_UNMATCHED|MULTI_SUBSTRATE
TSK_STAIR_STAIN_SETUP,Setup Stair for Stain,,1,72,setup,baluster;newel;open_rail;riser;tread;wall_rail,QT3;QT4;QT5,nc_interior,brush;wipe,stain_clear,ACTIVITY_UNMATCHED|MULTI_SUBSTRATE
TSK_STCO_CAULK_JOINTS,Caulk Stucco-to-Trim Joints,Caulk Joints,1,3,prep,ext_stucco_wall,QT2;QT3;QT4,nc_exterior,brush;roll;spray_backroll,paint,
TSK_STCO_CRACK_ASSESS,Crack Assessment,,1,3,prep,ext_stucco_wall,QT2;QT3;QT4,nc_exterior,brush;roll;spray_backroll,paint,ACTIVITY_UNMATCHED
TSK_STCO_CRACK_PATCH,Cosmetic Crack Patching,,1,3,prep,ext_stucco_wall,QT2;QT3;QT4,nc_exterior,brush;roll;spray_backroll,paint,ACTIVITY_UNMATCHED
TSK_STCO_CURE_VERIFY,Cure Verification (Traditional),,1,3,prep,ext_stucco_wall,QT2;QT3;QT4,nc_exterior,brush;roll;spray_backroll,paint,ACTIVITY_UNMATCHED
TSK_STCO_EFFLORESCENCE,Efflorescence Treatment (Traditional),,1,3,prep,ext_stucco_wall,QT2;QT3;QT4,nc_exterior,brush;roll;spray_backroll,paint,ACTIVITY_UNMATCHED
TSK_STCO_EIFS_INSURANCE,EIFS Insurance Verification,,1,3,prep,ext_stucco_wall,QT2;QT3;QT4,nc_exterior,brush;roll;spray_backroll,paint,ACTIVITY_UNMATCHED
TSK_STCO_EIFS_KNOCK_TEST,EIFS Knock Test,,1,3,prep,ext_stucco_wall,QT2;QT3;QT4,nc_exterior,brush;roll;spray_backroll,paint,ACTIVITY_UNMATCHED
TSK_STCO_EIFS_WASH,Low-Pressure Wash (EIFS),,1,3,prep,ext_stucco_wall,QT2;QT3;QT4,nc_exterior,brush;roll;spray_backroll,paint,ACTIVITY_UNMATCHED
TSK_STCO_EQUIPMENT_SETUP_ROLL,Roll/Brush Equipment Setup,,1,3,setup,ext_stucco_wall,QT2;QT3;QT4,nc_exterior,brush;roll;spray_backroll,paint,ACTIVITY_UNMATCHED
TSK_STCO_EQUIPMENT_SETUP_SPRAY,Spray Equipment Setup,,1,3,setup,ext_stucco_wall,QT2;QT3;QT4,nc_exterior,brush;roll;spray_backroll,paint,ACTIVITY_UNMATCHED
TSK_STCO_FINAL_INSPECT,Final Inspection,Final Inspect,1,3,cleanup,ext_stucco_wall,QT2;QT3;QT4,nc_exterior,brush;roll;spray_backroll,paint,
TSK_STCO_FINAL_TOUCHUP,Final Touch-Up,,1,3,cleanup,ext_stucco_wall,QT2;QT3;QT4,nc_exterior,brush;roll;spray_backroll,paint,ACTIVITY_UNMATCHED
TSK_STCO_FINISH_ACRYLIC_ROLL,Acrylic Finish — Roll,,1,3,finish,ext_stucco_wall,QT2;QT3;QT4,nc_exterior,brush;roll;spray_backroll,paint,ACTIVITY_UNMATCHED
